nim,prodi,predikat,tanggal_lulus,tgl_masuk,status_masuk,jenis_kelamin,tahun_lahir,status_pegawai
17416261201042,61201,Pujian,2022-07-08,2017-09-10,0,1,1999,0
17416261201045,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,0,1997,1
17416261201047,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201057,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1997,1
17416261201058,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1999,0
17416261201059,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1997,1
17416261201060,61201,Pujian,2021-12-08,2017-09-10,0,0,1997,1
17416261201061,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1997,1
17416261201063,61201,Pujian,2022-08-31,2017-09-10,0,0,1999,1
17416261201071,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1997,0
17416261201072,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1997,1
17416261201073,61201,Pujian,2022-03-04,2017-09-10,0,1,1998,0
17416261201076,61201,Pujian,2022-07-08,2017-09-10,0,1,1998,1
17416261201078,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,1,1995,1
17416261201080,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1995,1
17416261201081,61201,Sangat Memuaskan,2022-03-04,2017-09-10,0,1,1996,0
17416261201082,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,0
17416261201083,61201,Sangat Memuaskan,2023-10-12,2017-09-10,0,0,1994,1
17416261201084,61201,Pujian,2021-12-08,2017-09-10,0,1,1999,0
17416261201086,61201,Pujian,2021-11-02,2017-09-10,0,1,1995,0
17416261201087,61201,Pujian,2022-03-04,2017-09-10,0,1,1998,1
17416261201092,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1996,1
17416261201098,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,1999,0
17416261201102,61201,Pujian,2021-11-02,2017-09-10,0,1,1999,0
17416261201104,61201,Pujian,2021-12-08,2017-09-10,0,0,2000,0
17416261201106,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1997,0
17416261201107,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201108,61201,Pujian,2021-11-02,2017-09-10,0,0,1998,0
17416261201109,61201,Pujian,2022-07-08,2017-09-10,0,1,1996,1
17416261201111,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1998,0
17416261201114,61201,Pujian,2022-06-29,2017-09-10,0,1,1995,1
17416261201117,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1998,1
17416261201118,61201,Sangat Memuaskan,2023-10-12,2017-09-10,0,1,1994,0
17416261201119,61201,Pujian,2022-07-08,2017-09-10,0,0,1989,1
17416261201121,61201,Pujian,2021-11-02,2017-09-10,0,0,1999,0
17416261201123,61201,Pujian,2021-12-08,2017-09-10,0,0,1991,1
17416261201126,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,1
17416261201128,61201,Pujian,2022-03-04,2017-09-10,0,1,1999,0
17416261201130,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201135,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,2000,0
17416261201136,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,0,1999,0
17416261201137,61201,Sangat Memuaskan,2021-12-08,2017-09-10,0,1,1996,0
17416261201138,61201,Pujian,2021-08-31,2017-09-10,0,0,1985,1
17416261201141,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,0
17416261201147,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1999,0
17416261201150,61201,Sangat Memuaskan,2021-08-31,2017-09-10,0,1,1996,1
17416261201151,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1999,0
17416261201153,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,1
17416261201159,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201160,61201,Pujian,2022-07-08,2017-09-10,0,0,1995,1
17416261201161,61201,Pujian,2021-11-02,2017-09-10,0,1,1997,1
17416261201163,61201,Pujian,2022-07-08,2017-09-10,0,0,1997,1
17416261201166,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,0,1996,1
17416261201167,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,1
17416261201168,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,1
17416261201171,61201,Pujian,2022-08-31,2017-09-10,0,1,1998,0
17416261201172,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,1
17416261201173,61201,Pujian,2022-07-08,2017-09-10,0,1,1998,1
17416261201174,61201,Pujian,2022-08-31,2017-09-10,0,1,1996,1
17416261201180,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,1
17416261201181,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201182,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,0
17416261201185,61201,Pujian,2022-03-04,2017-09-10,0,1,1997,0
17416261201186,61201,Pujian,2022-07-08,2017-09-10,0,0,1997,1
17416261201188,61201,Pujian,2022-03-04,2017-09-10,0,0,2000,0
17416261201189,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,0,1999,0
17416261201190,61201,Pujian,2021-11-02,2017-09-10,0,1,1998,1
17416261201194,61201,Pujian,2022-07-08,2017-09-10,0,0,1996,1
17416261201196,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1999,1
17416261201201,61201,Pujian,2021-08-31,2017-09-10,0,0,2000,0
17416261201202,61201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416261201203,61201,Pujian,2022-03-04,2017-09-10,0,0,1997,1
17416261201204,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201207,61201,Pujian,2022-08-31,2017-09-10,0,0,1998,1
17416261201211,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201213,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201214,61201,Pujian,2021-11-02,2017-09-10,0,1,1998,1
17416261201215,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1998,0
17416261201216,61201,Sangat Memuaskan,2023-06-09,2017-09-10,0,1,1996,0
17416261201217,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201218,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,1
17416261201219,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1996,1
17416261201220,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201221,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,1
17416261201225,61201,Pujian,2021-06-29,2017-09-10,0,0,1999,0
17416261201226,61201,Pujian,2022-08-31,2017-09-10,0,0,1998,1
17416261201229,61201,Pujian,2022-07-08,2017-09-10,0,0,1993,1
17416261201232,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,1
17416261201235,61201,Pujian,2022-08-31,2017-09-10,0,0,1994,1
17416261201240,61201,Pujian,2022-08-31,2017-09-10,0,0,1999,0
17416261201241,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201243,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,1,1999,0
17416261201245,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201247,61201,Pujian,2021-12-08,2017-09-10,0,1,1999,0
17416261201248,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1999,0
17416261201251,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,1,1997,0
17416261201253,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201254,61201,Pujian,2021-11-02,2017-09-10,0,0,1999,0
17416261201256,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201257,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201259,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201260,61201,Pujian,2022-03-04,2017-09-10,0,0,1998,0
17416261201261,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201264,61201,Pujian,2022-07-08,2017-09-10,0,1,1998,0
17416261201265,61201,Pujian,2021-11-02,2017-09-10,0,0,1998,0
17416261201267,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,0
17416261201268,61201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416261201270,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,1999,0
17416261201271,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201273,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,0
17416261201274,61201,Pujian,2022-07-08,2017-09-10,0,1,1998,0
17416261201275,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,0
17416261201276,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201277,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,0
17416261201278,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201279,61201,Pujian,2023-08-31,2017-09-10,0,0,1999,0
17416261201280,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201282,61201,Pujian,2021-11-02,2017-09-10,0,0,1998,0
17416261201284,61201,Pujian,2021-11-02,2017-09-10,0,0,2000,0
17416261201286,61201,Sangat Memuaskan,2022-03-04,2017-09-10,0,1,1999,0
17416261201287,61201,Pujian,2021-12-08,2017-09-10,0,0,2000,0
17416261201290,61201,Pujian,2021-11-02,2017-09-10,0,0,1999,0
17416261201291,61201,Sangat Memuaskan,2023-10-12,2017-09-10,0,1,1998,1
17416261201293,61201,Sangat Memuaskan,2022-08-31,2017-09-10,0,1,1999,0
17416261201297,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201300,61201,Pujian,2021-11-02,2017-09-10,0,0,1998,0
17416261201303,61201,Pujian,2022-06-29,2017-09-10,0,0,1995,1
17416261201307,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201308,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1999,0
17416261201318,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1999,1
17416261201319,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,1
17416261201323,61201,Pujian,2021-11-02,2017-09-10,0,0,1999,0
17416261201325,61201,Pujian,2022-08-31,2017-09-10,0,1,1999,0
17416261201326,61201,Memuaskan,2022-10-10,2017-09-10,0,1,1999,0
17416261201328,61201,Sangat Memuaskan,2023-10-12,2017-09-10,0,1,1999,0
17416261201330,61201,Memuaskan,2021-12-08,2017-09-10,0,1,1988,1
17416261201334,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1997,0
17416261201336,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1998,0
17416261201338,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1997,1
17416261201339,61201,Sangat Memuaskan,2023-10-12,2017-09-10,0,0,1998,0
17416261201342,61201,Pujian,2021-11-02,2017-09-10,0,0,1999,0
17416261201343,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201344,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201348,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201353,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201354,61201,Pujian,2021-11-02,2017-09-10,0,1,2000,0
17416261201356,61201,Sangat Memuaskan,2022-08-31,2017-09-10,0,1,1999,1
17416261201357,61201,Pujian,2022-06-29,2017-09-10,0,0,1999,0
17416261201358,61201,Pujian,2021-11-02,2017-09-10,0,1,1998,0
17416261201359,61201,Pujian,2021-11-02,2017-09-10,0,1,1998,1
17416261201361,61201,Pujian,2022-03-04,2017-09-10,0,1,1999,0
17416261201365,61201,Pujian,2022-06-29,2017-09-10,0,0,1999,0
17416261201367,61201,Pujian,2022-06-29,2017-09-10,0,0,1999,0
17416261201369,61201,Pujian,2022-07-08,2017-09-10,0,0,2000,0
17416261201370,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1999,0
17416261201371,61201,Memuaskan,2021-12-08,2017-09-10,0,1,1996,1
17416261201372,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201373,61201,Pujian,2022-06-29,2017-09-10,0,1,1999,0
17416261201374,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201375,61201,Pujian,2022-07-08,2017-09-10,0,1,1998,1
17416261201377,61201,Pujian,2022-06-29,2017-09-10,0,1,1999,0
17416261201378,61201,Pujian,2022-06-29,2017-09-10,0,1,1999,0
17416261201381,61201,Pujian,2022-06-29,2017-09-10,0,0,1998,0
17416261201384,61201,Pujian,2022-07-08,2017-09-10,0,0,1997,1
17416261201388,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201389,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201390,61201,Pujian,2022-06-29,2017-09-10,0,0,1998,0
17416261201391,61201,Pujian,2022-06-29,2017-09-10,0,0,1998,1
17416261201392,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201393,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201395,61201,Pujian,2021-08-31,2017-09-10,0,1,1997,1
17416261201396,61201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1997,0
17416261201400,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,0
17416261201402,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,1,1996,1
17416261201403,61201,Pujian,2022-07-08,2017-09-10,0,1,1995,1
17416261201405,61201,Pujian,2022-06-29,2017-09-10,0,0,1998,1
17416261201410,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201413,61201,Pujian,2021-12-08,2017-09-10,0,0,1999,0
17416261201414,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,0,1997,1
17416261201418,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201419,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201423,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,0
17416261201424,61201,Sangat Memuaskan,2022-10-10,2017-09-10,0,0,1997,1
17416261201425,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1998,1
17416261201429,61201,Pujian,2022-06-29,2017-09-10,0,1,1998,1
17416261201433,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,1
17416261201436,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,0
17416261201437,61201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1984,0
17416261201442,61201,Pujian,2021-12-08,2017-09-10,0,0,1998,0
17416261201452,61201,Pujian,2022-07-08,2017-09-10,0,0,1998,1
17416261201456,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201457,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201463,61201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,0
17416261201466,61201,Pujian,2022-07-08,2017-09-10,0,0,2000,0
17416261201470,61201,Pujian,2022-07-08,2017-09-10,0,0,2000,1
17416261201478,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1998,0
17416261201484,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201490,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1995,1
17416261201491,61201,Pujian,2022-07-08,2017-09-10,0,1,1998,0
17416261201493,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1999,0
17416261201496,61201,Pujian,2022-03-04,2017-09-10,0,1,2000,0
17416261201499,61201,Pujian,2021-12-08,2017-09-10,0,0,1981,1
17416261201500,61201,Sangat Memuaskan,2021-11-02,2017-09-10,0,0,1999,0
17416261201501,61201,Sangat Memuaskan,2023-08-31,2017-09-10,0,1,1996,1
17416261201502,61201,Pujian,2021-12-08,2017-09-10,0,0,1998,0
17416261201504,61201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416261201506,61201,Pujian,2022-03-04,2017-09-10,0,0,1999,0
17416261201507,61201,Pujian,2022-06-29,2017-09-10,0,1,1998,1
17416262201001,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1996,1
17416262201005,62201,Sangat Memuaskan,2021-12-10,2017-09-10,0,0,1997,1
17416262201007,62201,Pujian,2021-12-09,2017-09-10,0,0,1990,1
17416262201016,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1998,1
17416262201017,62201,Pujian,2021-08-31,2017-09-10,0,0,2000,0
17416262201018,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,1
17416262201019,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1995,1
17416262201021,62201,Pujian,2021-12-09,2017-09-10,0,0,1995,1
17416262201022,62201,Pujian,2021-12-09,2017-09-10,0,1,1999,0
17416262201023,62201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,1997,1
17416262201024,62201,Pujian,2022-08-31,2017-09-10,0,0,1997,0
17416262201027,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,1
17416262201028,62201,Sangat Memuaskan,2022-08-31,2017-09-10,0,0,1998,0
17416262201030,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1997,1
17416262201031,62201,Pujian,2021-12-09,2017-09-10,0,0,1997,1
17416262201033,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,1
17416262201036,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416262201038,62201,Pujian,2022-07-08,2017-09-10,0,0,1997,0
17416262201039,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201040,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,1
17416262201043,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416262201044,62201,Pujian,2022-07-08,2017-09-10,0,1,1999,0
17416262201045,62201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1998,0
17416262201046,62201,Pujian,2021-12-09,2017-09-10,0,0,2000,1
17416262201047,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201049,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,1
17416262201051,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1999,0
17416262201055,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201056,62201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1993,1
17416262201058,62201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1999,0
17416262201059,62201,Pujian,2022-07-08,2017-09-10,0,1,1998,1
17416262201060,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416262201061,62201,Pujian,2021-12-09,2017-09-10,0,0,1998,1
17416262201070,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416262201072,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201073,62201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,1999,0
17416262201074,62201,Pujian,2021-08-31,2017-09-10,0,0,1996,1
17416262201075,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1998,1
17416262201077,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201078,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,1,1990,1
17416262201079,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201080,62201,Sangat Memuaskan,2022-10-10,2017-09-10,0,1,1999,0
17416262201081,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416262201083,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201085,62201,Pujian,2022-08-31,2017-09-10,0,0,1999,0
17416262201086,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,1
17416262201087,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1999,0
17416262201088,62201,Pujian,2021-08-31,2017-09-10,0,0,1997,1
17416262201089,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201091,62201,Pujian,2021-08-02,2017-09-10,0,0,1999,0
17416262201092,62201,Pujian,2021-08-02,2017-09-10,0,0,1999,0
17416262201093,62201,Sangat Memuaskan,2023-08-31,2017-09-10,0,0,1999,1
17416262201094,62201,Pujian,2021-12-09,2017-09-10,0,0,1999,0
17416262201095,62201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,1999,0
17416262201096,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1997,0
17416262201099,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1999,0
17416262201100,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1997,1
17416262201101,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201102,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,1
17416262201104,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,0
17416262201105,62201,Sangat Memuaskan,2023-10-12,2017-09-10,0,0,1999,0
17416262201106,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,1
17416262201107,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,1
17416262201108,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201109,62201,Pujian,2021-08-02,2017-09-10,0,0,1999,1
17416262201110,62201,Pujian,2021-08-31,2017-09-10,0,1,1999,0
17416262201112,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416262201113,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,0
17416262201114,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,1
17416262201115,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416262201117,62201,Pujian,2021-08-31,2017-09-10,0,0,2001,0
17416262201119,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,0
17416262201120,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201124,62201,Pujian,2023-08-31,2017-09-10,0,0,1999,0
17416262201127,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201128,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416262201130,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416262201131,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201132,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201133,62201,Pujian,2021-08-31,2017-09-10,0,0,2000,0
17416262201134,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,1
17416262201135,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1998,0
17416262201138,62201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1999,0
17416262201139,62201,Sangat Memuaskan,2023-02-23,2017-09-10,0,0,1998,1
17416262201141,62201,Sangat Memuaskan,2021-12-10,2017-09-10,0,1,1999,0
17416262201142,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201143,62201,Pujian,2021-08-02,2017-09-10,0,0,1999,0
17416262201144,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201146,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201147,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416262201148,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201151,62201,Pujian,2022-07-08,2017-09-10,0,0,1996,1
17416262201153,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201156,62201,Pujian,2022-10-10,2017-09-10,0,0,2000,0
17416262201157,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,1
17416262201158,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201159,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201160,62201,Sangat Memuaskan,2022-10-10,2017-09-10,0,0,1998,0
17416262201161,62201,Pujian,2021-08-31,2017-09-10,0,1,1999,0
17416262201164,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,0
17416262201165,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416262201166,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,0
17416262201167,62201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,1999,0
17416262201173,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201174,62201,Pujian,2021-12-09,2017-09-10,0,1,1995,1
17416262201175,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416262201176,62201,Sangat Memuaskan,2022-07-08,2017-09-10,0,0,1997,0
17416262201177,62201,Sangat Memuaskan,2021-12-09,2017-09-10,0,0,1999,0
17416262201178,62201,Sangat Memuaskan,2022-07-08,2017-09-10,0,1,1996,1
17416262201184,62201,Pujian,2021-12-09,2017-09-10,0,0,1999,0
17416262201190,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,1
17416262201192,62201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416262201194,62201,Pujian,2022-07-08,2017-09-10,0,0,1999,0
17416262201195,62201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416262201196,62201,Pujian,2022-08-31,2017-09-10,0,0,1998,1
17416262201199,62201,Pujian,2021-08-31,2017-09-10,0,0,1999,0
17416262201201,62201,Pujian,2021-08-31,2017-09-10,0,0,1994,1
17416262201208,62201,Sangat Memuaskan,2020-11-28,2017-09-10,0,1,1990,1
17416262201209,62201,Sangat Memuaskan,2021-04-05,2017-09-10,0,0,1994,1
17416262201210,62201,Sangat Memuaskan,2023-10-12,2017-09-10,0,0,1996,0
17416273201001,73201,Sangat Memuaskan,2021-09-25,2017-09-10,0,0,1996,0
17416273201003,73201,Sangat Memuaskan,2021-08-25,2017-09-10,0,0,1998,0
17416273201005,73201,Sangat Memuaskan,2023-08-25,2017-09-10,0,0,1995,1
17416273201007,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1997,1
17416273201011,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,1,1997,1
17416273201013,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,0
17416273201015,73201,Sangat Memuaskan,2022-06-11,2017-09-10,0,0,1999,0
17416273201017,73201,Pujian,2021-08-25,2017-09-10,0,0,1999,0
17416273201019,73201,Sangat Memuaskan,2021-08-25,2017-09-10,0,0,1998,0
17416273201020,73201,Pujian,2021-08-31,2017-09-10,0,0,1998,0
17416273201022,73201,Sangat Memuaskan,2022-10-10,2017-09-10,0,1,1996,1
17416273201023,73201,Sangat Memuaskan,2022-08-31,2017-09-10,0,0,1996,1
17416273201024,73201,Pujian,2021-08-21,2017-09-10,0,1,1996,1
17416273201026,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1996,1
17416273201027,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416273201029,73201,Sangat Memuaskan,2022-08-31,2017-09-10,0,0,1994,1
17416273201032,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1999,0
17416273201034,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,1
17416273201035,73201,Pujian,2021-08-25,2017-09-10,0,1,1993,1
17416273201037,73201,Pujian,2021-08-31,2017-09-10,0,1,1998,1
17416273201038,73201,Sangat Memuaskan,2022-06-11,2017-09-10,0,0,1997,1
17416273201043,73201,Sangat Memuaskan,2021-12-06,2017-09-10,0,1,1997,1
17416273201044,73201,Pujian,2021-09-30,2017-09-10,0,0,1994,1
17416273201045,73201,Sangat Memuaskan,2022-06-11,2017-09-10,0,0,1999,1
17416273201047,73201,Pujian,2022-07-08,2017-09-10,0,1,1998,1
17416273201048,73201,Sangat Memuaskan,2021-08-31,2017-09-10,0,0,1998,1
