nim,prodi,predikat,tanggal_lulus,tgl_masuk,status_masuk,jenis_kelamin,tahun_lahir,status_pegawai
15416226201001,26201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416226201002,26201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416226201003,26201,Pujian,2019-08-31,2015-09-06,0,1,1984,1
15416226201004,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201005,26201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416226201006,26201,Pujian,2019-08-28,2015-09-06,0,1,1995,1
15416226201007,26201,Pujian,2019-08-28,2015-09-06,0,1,1982,1
15416226201008,26201,Pujian,2019-08-30,2015-09-06,0,1,1990,1
15416226201009,26201,Sangat Memuaskan,2022-08-31,2015-09-06,0,1,1988,1
15416226201010,26201,Pujian,2019-08-31,2015-09-06,0,1,1995,0
15416226201013,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201014,26201,Pujian,2019-08-28,2015-09-06,0,1,1995,0
15416226201015,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201016,26201,Sangat Memuaskan,2021-01-29,2015-09-06,0,1,1996,0
15416226201018,26201,Pujian,2019-08-30,2015-09-06,0,1,1995,1
15416226201019,26201,Pujian,2019-08-31,2015-09-06,0,1,1987,1
15416226201020,26201,Pujian,2019-08-30,2015-09-06,0,1,1996,1
15416226201022,26201,Pujian,2019-08-31,2015-09-06,0,0,1995,1
15416226201024,26201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416226201027,26201,Pujian,2019-08-31,2015-09-06,0,1,1989,1
15416226201028,26201,Pujian,2019-08-30,2015-09-06,0,1,1993,1
15416226201030,26201,Pujian,2019-08-31,2015-09-06,0,1,1991,0
15416226201031,26201,Pujian,2019-08-28,2015-09-06,0,1,1996,0
15416226201032,26201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416226201033,26201,Pujian,2019-08-28,2015-09-06,0,1,1993,1
15416226201034,26201,Pujian,2019-08-28,2015-09-06,0,1,1997,0
15416226201036,26201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416226201037,26201,Pujian,2019-08-28,2015-09-06,0,1,1994,1
15416226201040,26201,Sangat Memuaskan,2022-08-31,2015-09-06,0,1,1995,1
15416226201044,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201045,26201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416226201047,26201,Sangat Memuaskan,2022-08-31,2015-09-06,0,1,1995,0
15416226201048,26201,Pujian,2019-08-30,2015-09-06,0,1,1993,1
15416226201050,26201,Pujian,2019-08-31,2015-09-06,0,1,1995,0
15416226201056,26201,Pujian,2019-08-28,2015-09-06,0,1,1980,1
15416226201057,26201,Pujian,2019-08-31,2015-09-06,0,1,1989,1
15416226201060,26201,Sangat Memuaskan,2022-08-31,2015-09-06,0,1,1992,1
15416226201061,26201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416226201062,26201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416226201063,26201,Pujian,2019-08-31,2015-09-06,0,1,1990,1
15416226201067,26201,Pujian,2019-08-31,2015-09-06,0,1,1991,1
15416226201068,26201,Pujian,2019-08-31,2015-09-06,0,1,1990,1
15416226201074,26201,Pujian,2019-08-30,2015-09-06,0,1,1995,1
15416226201075,26201,Pujian,2019-08-28,2015-09-06,0,1,1976,1
15416226201077,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201078,26201,Pujian,2019-08-31,2015-09-06,0,1,1997,1
15416226201080,26201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416226201086,26201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416226201091,26201,Pujian,2019-08-28,2015-09-06,0,1,1993,1
15416226201095,26201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416226201099,26201,Pujian,2019-08-28,2015-09-06,0,0,1995,1
15416226201102,26201,Pujian,2019-08-28,2015-09-06,0,1,1996,1
15416226201104,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201105,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201109,26201,Pujian,2019-08-31,2015-09-06,0,1,1993,0
15416226201111,26201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416226201112,26201,Pujian,2019-08-28,2015-09-06,0,0,1996,1
15416226201113,26201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416226201116,26201,Pujian,2019-08-31,2015-09-06,0,1,1991,0
15416226201121,26201,Pujian,2019-08-31,2015-09-06,0,1,1997,1
15416226201124,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201125,26201,Pujian,2019-08-30,2015-09-06,0,1,1997,0
15416226201126,26201,Pujian,2019-08-28,2015-09-06,0,1,1995,1
15416226201127,26201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416226201128,26201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416226201129,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,0
15416226201130,26201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416226201131,26201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416226201133,26201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416226201134,26201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416226201135,26201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416226201136,26201,Pujian,2019-08-28,2015-09-06,0,0,1995,1
15416226201138,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,0
15416226201139,26201,Pujian,2019-08-31,2015-09-06,0,1,1992,1
15416226201141,26201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416226201142,26201,Pujian,2019-08-30,2015-09-06,0,1,1996,1
15416226201143,26201,Pujian,2019-08-30,2015-09-06,0,1,1996,1
15416226201145,26201,Sangat Memuaskan,2022-07-07,2015-09-06,0,1,1996,1
15416226201148,26201,Sangat Memuaskan,2021-08-31,2015-09-06,0,1,1994,1
15416226201153,26201,Pujian,2019-08-31,2015-09-06,0,1,1991,1
15416226201155,26201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416226201158,26201,Pujian,2019-08-30,2015-09-06,0,1,1993,1
15416226201159,26201,Memuaskan,2022-08-31,2015-09-06,0,1,1996,1
15416226201163,26201,Pujian,2019-08-31,2015-09-06,0,1,1987,1
15416226201165,26201,Sangat Memuaskan,2022-08-31,2015-09-06,0,1,1997,0
15416226201166,26201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416226201167,26201,Memuaskan,2022-07-07,2015-09-06,0,1,1996,1
15416226201171,26201,Pujian,2019-08-28,2015-09-06,0,1,1996,1
15416226201172,26201,Pujian,2019-08-31,2015-09-06,0,1,1997,1
15416226201173,26201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416226201174,26201,Pujian,2019-08-31,2015-09-06,0,1,1991,1
15416226201176,26201,Pujian,2019-08-28,2015-09-06,0,1,1994,0
15416226201178,26201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416226201179,26201,Pujian,2019-08-31,2015-09-06,0,1,1992,1
15416226201180,26201,Pujian,2019-08-31,2015-09-06,0,1,1997,1
15416226201181,26201,Memuaskan,2021-08-31,2015-09-06,0,1,1996,0
15416248201001,48201,Pujian,2019-08-30,2015-09-06,0,0,1989,1
15416248201002,48201,Pujian,2019-08-30,2015-09-06,0,0,1993,1
15416248201003,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201004,48201,Pujian,2019-08-05,2015-09-06,0,0,1994,1
15416248201006,48201,Pujian,2019-08-05,2015-09-06,0,0,1996,0
15416248201007,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201008,48201,Pujian,2019-08-30,2015-09-06,0,1,1983,1
15416248201010,48201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416248201011,48201,Pujian,2019-08-05,2015-09-06,0,0,1995,1
15416248201012,48201,Pujian,2019-08-05,2015-09-06,0,0,1994,0
15416248201013,48201,Pujian,2019-08-05,2015-09-06,0,0,1994,1
15416248201014,48201,Pujian,2019-08-05,2015-09-06,0,0,1996,0
15416248201015,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201016,48201,Pujian,2019-08-30,2015-09-06,0,1,1994,1
15416248201017,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201018,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,1
15416248201019,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201021,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201023,48201,Pujian,2019-08-30,2015-09-06,0,1,1997,0
15416248201025,48201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416248201027,48201,Sangat Memuaskan,2020-09-01,2015-09-06,0,0,1997,0
15416248201028,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201029,48201,Pujian,2019-08-30,2015-09-06,0,1,1996,1
15416248201030,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201031,48201,Pujian,2019-08-30,2015-09-06,0,0,1998,0
15416248201032,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201033,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201034,48201,Pujian,2019-08-30,2015-09-06,0,1,1994,1
15416248201035,48201,Pujian,2019-08-30,2015-09-06,0,0,1994,0
15416248201037,48201,Pujian,2019-08-31,2015-09-06,0,0,1998,0
15416248201038,48201,Pujian,2019-08-30,2015-09-06,0,0,1996,0
15416248201039,48201,Pujian,2019-08-30,2015-09-06,0,1,1998,0
15416248201040,48201,Pujian,2019-08-05,2015-09-06,0,0,1994,1
15416248201041,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201042,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201045,48201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416248201046,48201,Sangat Memuaskan,2020-08-28,2015-09-06,0,1,1995,0
15416248201047,48201,Pujian,2019-08-31,2015-09-06,0,0,1995,1
15416248201048,48201,Memuaskan,2020-09-01,2015-09-06,0,0,1998,0
15416248201049,48201,Pujian,2019-08-30,2015-09-06,0,0,1996,1
15416248201050,48201,Pujian,2019-08-05,2015-09-06,0,0,1993,1
15416248201051,48201,Pujian,2019-08-30,2015-09-06,0,0,1996,0
15416248201052,48201,Pujian,2019-08-31,2015-09-06,0,0,1998,0
15416248201053,48201,Sangat Memuaskan,2020-08-28,2015-09-06,0,0,1995,0
15416248201055,48201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416248201056,48201,Pujian,2019-08-30,2015-09-06,0,0,1996,1
15416248201057,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201058,48201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416248201059,48201,Pujian,2019-08-30,2015-09-06,0,0,1994,0
15416248201060,48201,Pujian,2019-08-05,2015-09-06,0,0,1996,0
15416248201061,48201,Pujian,2019-08-31,2015-09-06,0,0,1998,0
15416248201065,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201066,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201068,48201,Pujian,2019-08-05,2015-09-06,0,0,1983,0
15416248201069,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416248201070,48201,Pujian,2019-08-30,2015-09-06,0,0,1998,0
15416248201071,48201,Pujian,2019-08-05,2015-09-06,0,0,1996,0
15416248201072,48201,Memuaskan,2021-08-25,2015-09-06,0,0,1995,1
15416248201073,48201,Memuaskan,2020-09-01,2015-09-06,0,0,1997,0
15416248201074,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201075,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201078,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201080,48201,Pujian,2019-08-30,2015-09-06,0,0,1998,0
15416248201081,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201083,48201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416248201084,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,1
15416248201086,48201,Pujian,2019-08-30,2015-09-06,0,0,1996,0
15416248201087,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201088,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201089,48201,-,2021-08-25,2015-09-06,0,0,1997,0
15416248201090,48201,-,2022-08-31,2015-09-06,0,1,1996,1
15416248201091,48201,Pujian,2019-08-30,2015-09-06,0,0,1996,0
15416248201092,48201,Pujian,2019-08-30,2015-09-06,0,1,1997,0
15416248201093,48201,Pujian,2019-08-30,2015-09-06,0,0,1995,0
15416248201094,48201,Memuaskan,2020-08-29,2015-09-06,0,0,1995,1
15416248201096,48201,Pujian,2019-08-30,2015-09-06,0,0,1994,0
15416248201097,48201,Memuaskan,2020-08-29,2015-09-06,0,1,1997,0
15416248201098,48201,Pujian,2019-08-30,2015-09-06,0,1,1992,1
15416248201099,48201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416248201100,48201,-,2022-07-01,2015-09-06,0,0,1998,0
15416248201102,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201104,48201,Pujian,2019-08-30,2015-09-06,0,1,1995,1
15416248201105,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416248201106,48201,Pujian,2019-08-05,2015-09-06,0,0,1997,1
15416248201107,48201,Pujian,2019-08-30,2015-09-06,0,1,1996,0
15416248201109,48201,Pujian,2019-08-30,2015-09-06,0,0,1997,0
15416255201001,55201,Pujian,2019-08-05,2015-09-06,0,1,1995,1
15416255201002,55201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416255201004,55201,Pujian,2019-08-05,2015-09-06,0,1,1981,1
15416255201006,55201,Pujian,2019-08-30,2015-09-06,0,1,1992,1
15416255201007,55201,Pujian,2019-08-05,2015-09-06,0,0,1995,1
15416255201008,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416255201009,55201,Sangat Memuaskan,2020-09-17,2015-09-06,0,1,1994,1
15416255201011,55201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416255201012,55201,Pujian,2019-08-31,2015-09-06,0,1,1995,0
15416255201017,55201,Pujian,2019-08-31,2015-09-06,0,0,1994,1
15416255201018,55201,Pujian,2019-08-31,2015-09-06,0,1,1998,0
15416255201019,55201,Pujian,2019-08-31,2015-09-06,0,1,1993,0
15416255201021,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416255201022,55201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416255201024,55201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416255201025,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,1
15416255201026,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,0
15416255201028,55201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416255201032,55201,Pujian,2019-08-31,2015-09-06,0,0,1996,0
15416255201033,55201,Pujian,2019-08-05,2015-09-06,0,0,1992,1
15416255201034,55201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416255201037,55201,Pujian,2019-08-30,2015-09-06,0,0,1994,1
15416255201038,55201,Sangat Memuaskan,2020-09-17,2015-09-06,0,1,1993,1
15416255201040,55201,Sangat Memuaskan,2020-09-17,2015-09-06,0,1,1996,1
15416255201041,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416255201043,55201,Pujian,2019-08-31,2015-09-06,0,0,1995,1
15416255201044,55201,Pujian,2019-08-31,2015-09-06,0,1,1994,0
15416255201047,55201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416255201049,55201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416255201052,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416255201053,55201,Pujian,2019-08-31,2015-09-06,0,1,1991,1
15416255201055,55201,Memuaskan,2021-08-31,2015-09-06,0,1,1996,0
15416255201057,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416255201058,55201,Pujian,2019-08-05,2015-09-06,0,1,1997,1
15416255201060,55201,Pujian,2019-08-30,2015-09-06,0,0,1995,1
15416255201061,55201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416255201063,55201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416255201066,55201,Sangat Memuaskan,2021-01-29,2015-09-06,0,1,1995,0
15416255201067,55201,Pujian,2019-08-31,2015-09-06,0,1,1993,0
15416255201068,55201,Pujian,2019-08-05,2015-09-06,0,0,1990,1
15416255201070,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416255201073,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416255201076,55201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416255201077,55201,Pujian,2019-08-05,2015-09-06,0,0,1998,0
15416255201078,55201,Sangat Memuaskan,2022-08-31,2015-09-06,0,1,1997,0
15416255201079,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,0
15416255201082,55201,Pujian,2019-08-05,2015-09-06,0,1,1996,0
15416255201084,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416255201087,55201,Pujian,2019-08-30,2015-09-06,0,1,1998,0
15416255201092,55201,Sangat Memuaskan,2021-07-15,2015-09-06,0,1,1995,1
15416255201093,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416255201094,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416255201096,55201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416255201098,55201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416255201099,55201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416255201100,55201,Sangat Memuaskan,2021-08-20,2015-09-06,0,1,1996,0
15416255201102,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,0
15416255201103,55201,Pujian,2019-08-05,2015-09-06,0,1,1995,0
15416255201105,55201,Pujian,2019-08-31,2015-09-06,0,0,1996,0
15416255201107,55201,Pujian,2019-08-31,2015-09-06,0,1,1998,0
15416255201109,55201,Sangat Memuaskan,2021-08-31,2015-09-06,0,1,1996,0
15416255201114,55201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416255201115,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416255201118,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,0
15416255201120,55201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416255201122,55201,Pujian,2019-08-31,2015-09-06,0,1,1996,0
15416255201127,55201,Pujian,2019-08-05,2015-09-06,0,1,1980,1
15416255201129,55201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416257201001,57201,Pujian,2019-08-31,2015-09-06,0,1,1992,0
15416257201003,57201,Memuaskan,2022-07-07,2015-09-06,0,1,1994,0
15416257201005,57201,Pujian,2019-08-31,2015-09-06,0,1,1997,0
15416257201006,57201,Pujian,2019-08-05,2015-09-06,0,1,1995,1
15416257201007,57201,Pujian,2019-08-05,2015-09-06,0,0,1995,1
15416257201009,57201,Pujian,2019-08-30,2015-09-06,0,0,1994,1
15416257201010,57201,Pujian,2019-08-05,2015-09-06,0,1,1995,1
15416257201013,57201,Pujian,2019-08-31,2015-09-06,0,1,1992,1
15416257201014,57201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416257201015,57201,Pujian,2019-08-05,2015-09-06,0,0,1996,1
15416257201018,57201,Pujian,2019-08-31,2015-09-06,0,1,1995,1
15416257201019,57201,Pujian,2019-08-30,2015-09-06,0,1,1995,1
15416257201020,57201,Pujian,2019-08-31,2015-09-06,0,0,1994,1
15416257201022,57201,Pujian,2019-08-05,2015-09-06,0,0,1995,1
15416257201023,57201,Pujian,2019-08-05,2015-09-06,0,1,1995,0
15416257201024,57201,Pujian,2019-08-05,2015-09-06,0,1,1996,1
15416257201026,57201,Pujian,2019-08-30,2015-09-06,0,0,1994,1
15416257201032,57201,Pujian,2019-08-30,2015-09-06,0,1,1992,1
15416257201033,57201,Pujian,2019-08-30,2015-09-06,0,1,1984,1
15416257201034,57201,Sangat Memuaskan,2020-09-17,2015-09-06,0,1,1993,0
15416257201035,57201,Pujian,2019-08-05,2015-09-06,0,1,1996,0
15416257201036,57201,Pujian,2019-08-30,2015-09-06,0,0,1997,1
15416257201037,57201,Pujian,2019-08-31,2015-09-06,0,1,1994,0
15416257201040,57201,Pujian,2019-08-05,2015-09-06,0,1,1997,0
15416257201045,57201,Sangat Memuaskan,2022-08-31,2015-09-06,0,1,1996,0
15416257201048,57201,Pujian,2019-08-05,2015-09-06,0,0,1997,0
15416257201049,57201,Memuaskan,2022-07-07,2015-09-06,0,1,1997,0
15416257201050,57201,Pujian,2019-08-05,2015-09-06,0,0,1996,0
15416257201052,57201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416257201057,57201,Pujian,2019-08-31,2015-09-06,0,1,1993,1
15416257201058,57201,Pujian,2019-08-05,2015-09-06,0,1,1994,1
15416257201059,57201,Pujian,2019-08-05,2015-09-06,0,1,1996,1
15416257201060,57201,Pujian,2019-08-30,2015-09-06,0,1,1995,1
15416261201001,61201,Pujian,2019-08-29,2015-09-06,0,0,1995,1
15416261201003,61201,Pujian,2019-08-31,2015-09-06,0,0,1994,1
15416261201004,61201,Pujian,2019-04-16,2015-09-06,0,1,1988,1
15416261201005,61201,Sangat Memuaskan,2021-08-31,2015-09-06,0,1,1991,0
15416261201007,61201,Pujian,2019-08-31,2015-09-06,0,0,1995,1
15416261201009,61201,Pujian,2019-08-29,2015-09-06,0,1,1995,0
15416261201011,61201,Pujian,2019-08-29,2015-09-06,0,1,1994,0
15416261201013,61201,Pujian,2019-08-29,2015-09-06,0,0,1996,1
15416261201014,61201,Pujian,2019-04-16,2015-09-06,0,0,1991,1
15416261201015,61201,Sangat Memuaskan,2021-08-31,2015-09-06,0,1,1994,1
15416261201016,61201,Pujian,2019-08-29,2015-09-06,0,0,1996,1
15416261201017,61201,Pujian,2019-04-16,2015-09-06,0,1,1993,1
15416261201019,61201,Pujian,2019-04-16,2015-09-06,0,1,1993,1
15416261201022,61201,Pujian,2019-04-16,2015-09-06,0,1,1994,1
15416261201023,61201,Pujian,2019-08-29,2015-09-06,0,0,1995,1
15416261201024,61201,Pujian,2019-04-16,2015-09-06,0,1,1994,1
15416261201025,61201,Pujian,2019-04-16,2015-09-06,0,1,1987,1
15416261201026,61201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416261201028,61201,Pujian,2019-08-29,2015-09-06,0,0,1995,1
15416261201029,61201,Pujian,2019-08-29,2015-09-06,0,0,1996,1
15416261201030,61201,Pujian,2019-08-31,2015-09-06,0,0,1994,1
15416261201031,61201,Pujian,2019-08-29,2015-09-06,0,1,1996,0
15416261201032,61201,Pujian,2019-08-29,2015-09-06,0,1,1993,1
15416261201033,61201,Pujian,2019-08-29,2015-09-06,0,1,1986,1
15416261201034,61201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416261201035,61201,Pujian,2019-08-31,2015-09-06,0,0,1995,1
15416261201036,61201,Pujian,2019-04-16,2015-09-06,0,1,1991,1
15416261201037,61201,Pujian,2019-08-29,2015-09-06,0,0,1995,1
15416261201038,61201,Pujian,2019-08-29,2015-09-06,0,1,1996,1
15416261201039,61201,Pujian,2019-08-31,2015-09-06,0,0,1995,1
15416261201040,61201,Pujian,2019-08-29,2015-09-06,0,1,1995,1
15416261201041,61201,Pujian,2019-08-31,2015-09-06,0,1,1992,1
15416261201042,61201,Sangat Memuaskan,2022-08-31,2015-09-06,0,0,1997,1
15416261201043,61201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416261201045,61201,Pujian,2019-08-29,2015-09-06,0,1,1996,1
15416261201047,61201,Pujian,2019-08-31,2015-09-06,0,0,1992,1
15416261201048,61201,Sangat Memuaskan,2020-09-28,2015-09-06,0,0,1995,1
15416261201049,61201,Pujian,2019-08-29,2015-09-06,0,0,1997,1
15416261201053,61201,Pujian,2019-08-29,2015-09-06,0,0,1996,1
15416261201058,61201,Sangat Memuaskan,2021-02-20,2015-09-06,0,0,1997,0
15416261201059,61201,Pujian,2019-08-31,2015-09-06,0,1,1994,1
15416261201060,61201,Pujian,2019-08-29,2015-09-06,0,1,1995,1
15416261201061,61201,Sangat Memuaskan,2021-06-11,2015-09-06,0,1,1994,1
15416261201062,61201,Pujian,2019-08-31,2015-09-06,0,0,1980,1
15416261201063,61201,Pujian,2019-08-29,2015-09-06,0,0,1992,1
15416261201065,61201,Sangat Memuaskan,2021-06-29,2015-09-06,0,0,1996,1
15416261201066,61201,Pujian,2020-09-28,2015-09-06,0,1,1993,0
15416261201070,61201,Pujian,2019-08-29,2015-09-06,0,0,1994,0
15416261201072,61201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416261201073,61201,Pujian,2019-08-31,2015-09-06,0,0,1997,0
15416261201081,61201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416261201082,61201,Pujian,2019-08-29,2015-09-06,0,1,1994,1
15416261201085,61201,Pujian,2019-08-29,2015-09-06,0,0,1994,1
15416261201086,61201,Pujian,2019-08-29,2015-09-06,0,0,1995,1
15416261201089,61201,Sangat Memuaskan,2019-08-31,2015-09-06,0,1,1993,1
15416261201090,61201,Pujian,2019-08-29,2015-09-06,0,1,1996,1
15416261201091,61201,Sangat Memuaskan,2021-02-20,2015-09-06,0,1,1995,1
15416261201096,61201,Pujian,2019-08-31,2015-09-06,0,0,1996,1
15416261201102,61201,Sangat Memuaskan,2021-06-11,2015-09-06,0,1,1997,1
15416261201104,61201,Pujian,2019-08-31,2015-09-06,0,1,1996,1
15416261201105,61201,Pujian,2019-08-29,2015-09-06,0,1,1992,1
15416261201106,61201,Pujian,2019-08-29,2015-09-06,0,0,1996,0
15416261201107,61201,Pujian,2019-08-29,2015-09-06,0,1,1996,1
15416261201108,61201,Memuaskan,2021-12-08,2015-09-06,0,1,1996,0
15416261201109,61201,Sangat Memuaskan,2021-06-11,2015-09-06,0,1,1983,1
15416261201110,61201,Pujian,2019-04-16,2015-09-06,0,0,1997,1
15416261201111,61201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416261201112,61201,Pujian,2019-08-29,2015-09-06,0,0,1997,0
15416261201115,61201,Pujian,2019-08-31,2015-09-06,0,0,1997,1
15416261201116,61201,Pujian,2019-08-29,2015-09-06,0,1,1996,1
15416261201118,61201,Memuaskan,2022-07-08,2015-09-06,0,1,1995,0
15416261201121,61201,Pujian,2019-08-31,2015-09-06,0,1,1995,0
15416261201122,61201,Sangat Memuaskan,2021-08-31,2015-09-06,0,1,1996,0
15416261201123,61201,Pujian,2019-08-29,2015-09-06,0,0,1997,0
15416261201130,61201,Pujian,2020-10-02,2015-09-06,0,0,1994,1
15416261201134,61201,Pujian,2022-07-08,2015-09-06,0,1,1991,1
15416261201137,61201,Sangat Memuaskan,2021-08-31,2015-09-06,0,0,1997,0
15416261201140,61201,Pujian,2019-08-29,2015-09-06,0,0,1997,1
15416261201143,61201,Pujian,2019-08-29,2015-09-06,0,0,1996,0
15416261201146,61201,Pujian,2019-08-29,2015-09-06,0,1,1997,0
15416261201147,61201,Pujian,2019-08-29,2015-09-06,0,0,1998,1
15416261201149,61201,Pujian,2019-08-03,2015-09-06,0,1,1995,0
15416261201150,61201,Memuaskan,2022-07-08,2015-09-06,0,1,1994,1
15416261201151,61201,Pujian,2021-06-29,2015-09-06,0,0,1996,1
15416261201152,61201,Pujian,2019-08-29,2015-09-06,0,0,1997,1
15416261201153,61201,Pujian,2019-08-29,2015-09-06,0,0,1996,0
15416261201155,61201,Pujian,2019-08-29,2015-09-06,0,0,1998,0
